^3 = NAME: Rocky - Legends (Ntsc-U)
^2 = GameID: SLUS-20890
!Master Codes:
+(M) Must Be On
%Credits: Codejunkies
+Infinite Training Tries In Career Mode
%Credits: BigBossman
$20313118 00000003
!Ivan Drago Codes:
+Max Determination
%Credits: Code Master
$2059C388 00000064
+Max Movement
%Credits: Code Master
$2059C390 00000064
+Max Movement
%Credits: Codejunkies
$2059C394 00000064
+Max Stamina
%Credits: Code Master
$2059C38C 00000064
+Max Strength
%Credits: Code Master
$2059C384 00000064
!!
!Misc Shop Items:
+Alexei Baluk III
%Credits: Codejunkies
$2059B6AC 00000001
+Apollo Creed,1972
%Credits: Codejunkies
$2059B68C 00000001
+Apollo Creed,1985
%Credits: Codejunkies
$2059B69C 00000001
+Big Chuck Smith III
%Credits: Codejunkies
$2059B74C 00000001
+Bob Cray III
%Credits: Codejunkies
$2059B6CC 00000001
+Burt Judge III
%Credits: Codejunkies
$2059B6EC 00000001
+Chicken Chase
%Credits: Codejunkies
$2059B7AC 00000001
+Clubber Lang III
%Credits: Codejunkies
$2059B6FC 00000001
+Ivan Drago III
%Credits: Codejunkies
$2059B6DC 00000001
+Jose Mendoza III
%Credits: Codejunkies
$2059B70C 00000001
+Razor Robinson III
%Credits: Codejunkies
$2059B73C 00000001
+Rocky Balboa,1978
%Credits: Codejunkies
$2059B65C 00000001
+Rocky Balboa,1983
%Credits: Codejunkies
$2059B66C 00000001
+Rocky Balboa,1985
%Credits: Codejunkies
$2059B67C 00000001
+Rocky I Trailer
%Credits: Codejunkies
$2059B75C 00000001
+Rocky II Trailer
%Credits: Codejunkies
$2059B76C 00000001
+Rocky III Trailer
%Credits: Codejunkies
$2059B77C 00000001
+Rocky IV Trailer
%Credits: Codejunkies
$2059B78C 00000001
+Rocky V Trailer
%Credits: Codejunkies
$2059B79C 00000001
+Sam Monroe III
%Credits: Codejunkies
$2059B72C 00000001
+Survival Mode
%Credits: Codejunkies
$2059B7BC 00000001
+Troy Miller III
%Credits: Codejunkies
$2059B71C 00000001
+Union Cane III
%Credits: Codejunkies
$2059B6BC 00000001
!!
!Miscellaneous Codes:
+Unlock All Boxers
%Credits: MadCatz
$4059B38C 00200004
$00000001 00000000
+Unlock All Venues
%Credits: MadCatz
$4059B7EC 00150004
$00000001 00000000
$40599CB4 00160001
$00000000 00000001
$20312698 00000016
+Unlock Chicken Chase Training Game
%Credits: MadCatz
$2059B7CC 00000001
+Unlock Rocky 1 Trailer
%Credits: MadCatz
$20599D20 69617274
$20599D24 7372656C
$20599D28 6172745C
$20599D2C 72656C69
$20599D30 00000031
$20599D40 000001C1
+Unlock Rocky 2 Trailer
%Credits: MadCatz
$20599D48 69617274
$20599D4C 7372656C
$20599D50 6172745C
$20599D54 72656C69
$20599D58 00000031
$20599D68 000001C2
+Unlock Rocky 3 Trailer
%Credits: MadCatz
$20599D70 69617274
$20599D74 7372656C
$20599D78 6172745C
$20599D7C 72656C69
$20599D80 00000033
$20599D90 000001C3
+Unlock Rocky 4 Trailer
%Credits: MadCatz
$20599D98 69617274
$20599D9C 7372656C
$2059ADA0 6172745C
$2059ADA4 72656C69
$2059ADA8 00000034
$2059ADB8 000001C2
+Unlock Rocky 5 Trailer
%Credits: MadCatz
$2059ADC0 69617274
$2059ADC4 7372656C
$2059ADC8 6172745C
$2059ADCC 72656C69
$2059ADD0 00000033
$2059ADE0 000001C5
+Unlock Survival Mode
%Credits: MadCatz
$2059B7DC 00000001
!!
+P1 Press L2 & L3 To Reset Round Timer
%Credits: BigBossman
$D041A5C2 0000FEFD
$20DFE794 4334512A
+P1 Press L3 To Reset Referee's Count To 1
%Credits: BigBossman
$D041A5C2 0000FFFD
$20346E2C 3FADDDD4
+P1 Press R2 & R3 To End The Round
%Credits: BigBossman
$D041A5C2 0000FDFB
$20DFE794 00000000
+P1 Press R3 To Make Referee's Count Start At 9 {<I>Press &Amp; Release While The Ref Is Counting. If You Hold The Button, He&#39;Ll Keep Making The Counting Motion, But Won&#39;T Count Past &Quot;9&Quot; Until You Let Go. You Can Hold It Down To Run The Clock Down To The End Of The Round, Since The Saved by the bell rule is on. Joker Codes found by Code Master.</i>}
%Credits: BigBossman
$D041A5C2 0000FFFB
$20346E2C 411B32B6
+P2 Press L2 & L3 To Reset Round Timer
%Credits: BigBossman
$D041A742 0000FEFD
$20DFE794 4334512A
+P2 Press L3 To Reset Referee's Count To 1
%Credits: BigBossman
$D041A742 0000FFFD
$20346E2C 3FADDDD4
+P2 Press R2 & R3 To End The Round
%Credits: BigBossman
$D041A742 0000FDFB
$20DFE794 00000000
+P2 Press R3 To Make Referee's Count Start At 9
%Credits: BigBossman
$D041A742 0000FFFB
$20346E2C 411B32B6
+Player 1 Character Modifier {<I>Rocky In Street Clothing, Joe Zale In Street Clothing, &Amp; Tommy Gunn In The Track Suit Attire Isn&#39;T Normally Selectable &Amp; Are Normally Played During The Career Mode. They Work In Exhibition Mode. The Character Modifiers Also Work In Career Mode, But Don&#39;T Work For Training Mode. These Codes Also Don&#39;T Modify The Color Selection Between Costumes (Such As Rocky&#39;S 1974 White Shorts With Red Trim &Amp; Red Shorts With White Trim). Values -  Tommy Gunn (Track Suit) 4E4e5547 4B415254  Tommy Gunn 4E4e5547 32584F42  Rocky Street Clothes 4B434f52 54533159  Rocky Balboa (1974) 4B434f52 00003159  Rocky Balboa (1978) 4B434f52 00003259  Rocky Balboa (1983) 4B434f52 00003359  Rocky Balboa (1985) 4B434f52 00003459  Joe Zale Street Clothes 4B4e5550 00003500  Joe Zale 454C415a 00003100  Marco Chavez 56414843 00005A45  Clubber Lang 42554C43 00524542  Ivan Drago 47415244 0000004F  Apollo Creed (1968) 4C4f5041 38364F4c  Apollo Creed (1972) 4C4f5041 32374F4c  Apollo Creed (1985) 4C4f5041 35384F4c  Tony Duke 594E4f54 00584F42  Paulie Klein 4C556860 00584F42  Sam Monroe 524E4f4d 0000454F  Yuri Denisov 494E4544 00584F42  Alexi Baluk 58454C41 00004945  Jack Jarrell 5252414A 004C4c45  Jack Reid 4B43414a 004C4c00  Spider Rico 4F434952 00000032  Union Cane 454E4143 00003500  Ken Klaassen 41414C4b 4E455353  Big Yank Ball 4C4c4142 00003437  Dipper Brown 50504944 30375245  Ernie Roman 494E5245 00303845  Kofi Langton 49464F4b 00000032  Randy Tate 45544154 00003500  Wolfgang Peltzer 464C4f57 474E4147  Billy Snow 574F4e53 00003038  Brendan Doyle 4C594f44 00000045  Razor Robinson 4F5a4152 00000052  Buddy Shaw 57414853 00003100  Carlos Arguello 4C524143 0000534F  Alain Girard 41524947 00004452  Joe Czak 4B415a43 00003537  Yuri Denisov 494E4544 00564F53  Burt Judge 4744554A 00323745  Big Chuck Smith 54494D53 00003248  Bob Cray 59415243 000000032  Jack Reid 4B43414a 00003100  Maurizio Medina 4944454D 0000414E  Mickey Goldmill 444C4f47 4C4c494d  George Fullmer 4C4c5546 0052454D  Virgil Abrams 41524241 0000534D  Dalan Hattori 54544148 0049524F  Sergei Izhora 4F485a49 00004152  Salvador Martinez 5452414D 5A454e49  Jose Mendoza 444E454d 00415A4f  John Barkley 4B524142 0059454C  Floyd Mccallum 4143434D 4D554c4c  Troy Miller 4C4c494d 00005245</I>}
%Credits: BigBossman
$20DFE6E0 ????????
$20DFE6E4 ????????
!Player 1 Codes:
+1-Hit KO
%Credits: MadCatz
$20440178 00000000
$2044017C 00000000
+Easily Tko'd
%Credits: Codejunkies
$1043FFCC 00000003
+Infinite Crowd Bar
%Credits: MadCatz
$2029C2B8 E4810004
$2029C2BC 46010803
+Infinite Health
%Credits: MadCatz
$20440178 3F800000
$2044017C 3F800000
+Low Health
%Credits: Codejunkies
$20440178 3D000000
$2044017C 3D000000
+Low Punch Power
%Credits: Codejunkies
$20440190 3D000000
+Never Tko'd
%Credits: Codejunkies
$1043FFCC 00000000
+No Punch Power
%Credits: MadCatz
$20440190 00000000
+Punch Power
%Credits: MadCatz
$20440190 3F800000
!!
+Player 1 Costume Modifier {<I>Using Value &Quot;02&Quot; Will Allow You To View A Character&#39;S Other Alternate Costume. If The Roman Numeral &Quot;III&Quot; Is On The Character, They Can&#39;T Be Played As. Characters That Don&#39;T Have A Third Costume (Or Picture) Will Freeze The Game. Values -  00 - Main Costume 01 - Alternate Costume 02 - Third Costume For Certain Characters</I>}
%Credits: BigBossman
$00313E38 000000??
+Player 1 Fight Points Total Modifier {<I>These Are The Points Added Up At The End Of Every Fight, If It Should Go To A Decision. Simply Put, The More Points You Have At The End Of The Fight, The More Likely You Will Win With The Judges. Even If You Lose Every Round, If You Have More Points Than Your Opponent, You Win by decision.</i>}
%Credits: BigBossman
$20DFE82C 000000??
+Player 1'S Health Regenerates Much Faster {<I>After Player 1 Has Taken Some Hits, Back Away For About A Second Or Two &Amp; Health Will Be Restored Back To Its Potential Maximum.</I>}
%Credits: BigBossman
$20440020 3F80FFFF
+Player 2 Character Modifier
%Credits: BigBossman
$20DFE700 ????????
$20DFE704 ????????
!Player 2 Codes:
+1-Hit KO
%Credits: MadCatz
$20442178 00000000
$2044217C 00000000
+Easily Tko'd
%Credits: Codejunkies
$10441FCC 00000003
+Infinite Crowd Bar
%Credits: MadCatz
$2029C3C4 E4810004
$2029C3C8 46010803
+Infinite Health
%Credits: MadCatz
$20442178 3F800000
$2044217C 3F800000
+Low Health
%Credits: Codejunkies
$20442178 3D000000
$2044217C 3D000000
+Low Punch Power
%Credits: Codejunkies
$20442190 3D000000
+Never Tko'd
%Credits: Codejunkies
$10441FCC 00000000
+No Punch Power
%Credits: MadCatz
$20442190 00000000
+Punch Power
%Credits: MadCatz
$20442190 3F800000
!!
+Player 2 Costume Modifier
%Credits: BigBossman
$00313EC4 000000??
+Player 2 Fight Points Total Modifier
%Credits: BigBossman
$20DFE830 000000??
+Player 2'S Health Doesn't Regenerate {<I>During Rounds. If Knocked Down, When Player 2 Stands Back Up, One Hit Will Knock Him Back Down.</I>}
%Credits: BigBossman
$20442020 00000001
+Press X To Get Up After Being Knocked Down {<I>This Will Instantly Refill The Meter That Enables Your Character To Get Back Up. This Will Also Let Your Opponent Get Up If He&#39;S Been Knocked Down. Setting The Value To &Quot;00000000&Quot; Will Make The Meter Empty, But Will Not Keep CPU Opponents Down.</I>}
%Credits: BigBossman
$D041A5C2 0000BFFF
$20346E28 3F800000
+Push Select For More Training Time {<I>Wait Until After It Says &Quot;Go&Quot; Before You Activate It.</I>}
%Credits: BigBossman
$D041A5C2 0000FFFE
$20E07D80 53B8E9DF
!Rocky Balboa Codes:
+Max Determination
%Credits: Code Master
$2059C308 00000064
+Max Movement
%Credits: Code Master
$2059C310 00000064
+Max Speed
%Credits: Code Master
$2059C304 00000064
+Max Stamina
%Credits: Code Master
$2059C30C 00000064
+Max Strength
%Credits: Code Master
$2059C300 00000064
!!
!Round Manipulation Codes:
+Press L2 & X For Round 15
%Credits: BigBossman
$D041A5C2 0000BEFF
$20DFE78C 0000000E
+Press L3 & Circle For Round 3
%Credits: BigBossman
$D041A5C2 0000DFFD
$20DFE78C 00000002
+Press L3 & L1 For Round 1 {<I>Its Possible With The Press Of A Few Buttons To Change The Round Mid-Fight To Any Round You Want It To Be. Whether You Want To Go Back To The First Round, The Final Round, Or Beyond. You Can Also Exceed The Maximum Number Of Selectable Rounds For A Fight. For Example, Pressing R2 &Amp; X Will Take You To Round 16. When The Round Ends, The Point Values Seem To Have 10 Added To It. A Boxer Who Wins The Round Will Get 20 Points Instead Of 10 &Amp; The Losing Boxer Of That Round Will Get Either 19, 18, Or 17 Points Instead Of 9, 8, Or 7 Points.</I>}
%Credits: BigBossman
$D041A5C2 0000FBFD
$20DFE78C 00000000
+Press L3 & R1 For Round 2
%Credits: BigBossman
$D041A5C2 0000F7FD
$20DFE78C 00000001
+Press L3 & R2 For Round 7
%Credits: BigBossman
$D041A5C2 0000FDFD
$20DFE78C 00000006
+Press L3 & Square For Round 4
%Credits: BigBossman
$D041A5C2 00007FFD
$20DFE78C 00000003
+Press L3 & Triangle For Round 5
%Credits: BigBossman
$D041A5C2 0000EFFD
$20DFE78C 00000004
+Press L3 & X For Round 6
%Credits: BigBossman
$D041A5C2 0000BFFD
$20DFE78C 00000005
+Press R2 & X For Round 16
%Credits: BigBossman
$D041A5C2 0000BDFF
$20DFE78C 0000000F
+Press R3 & Circle For Round 10
%Credits: BigBossman
$D041A5C2 0000DFFB
$20DFE78C 00000009
+Press R3 & L1 For Round 8
%Credits: BigBossman
$D041A5C2 0000FBFB
$20DFE78C 00000007
+Press R3 & L2 For Round 14
%Credits: BigBossman
$D041A5C2 0000FEFB
$20DFE78C 0000000D
+Press R3 & R1 For Round 9
%Credits: BigBossman
$D041A5C2 0000F7FB
$20DFE78C 00000008
+Press R3 & Square For Round 11
%Credits: BigBossman
$D041A5C2 00007FFB
$20DFE78C 0000000A
+Press R3 & Triangle For Round 12
%Credits: BigBossman
$D041A5C2 0000EFFB
$20DFE78C 0000000B
+Press R3 & X For Round Round 13
%Credits: BigBossman
$D041A5C2 0000BFFB
$20DFE78C 0000000C
!!
!Round Points Modifiers:
+Player 1 Round 1 Points Modifier {<I>These Are More For Looks Than Anything. I&#39;D Compare These To The Stats Codes You&#39;D Find On The NHL Games. You Can Put More Than 10 Points In For Each Round Or Even Put 0 Points In (Which Never Happens In Boxing). Even If You Set Each Round For Player 1 To Have 20 Points Per Round, It Won&#39;T Add Up To 20 Points Per Round. See The &Quot;Fight Points Total Modifier&Quot; Codes.</I>}
%Credits: BigBossman
$20DFE7B4 000000??
+Player 1 Round 2 Points Modifier
%Credits: BigBossman
$20DFE7BC 000000??
+Player 1 Round 3 Points Modifier
%Credits: BigBossman
$20DFE7C4 000000??
+Player 1 Round 4 Points Modifier
%Credits: BigBossman
$20DFE7CC 000000??
+Player 1 Round 5 Points Modifier
%Credits: BigBossman
$20DFE7D4 000000??
+Player 1 Round 6 Points Modifier
%Credits: BigBossman
$20DFE7DC 000000??
+Player 1 Round 7 Points Modifier
%Credits: BigBossman
$20DFE7E4 000000??
+Player 1 Round 8 Points Modifier
%Credits: BigBossman
$20DFE7EC 000000??
+Player 1 Round 9 Points Modifier
%Credits: BigBossman
$20DFE7F4 000000??
+Player 1 Round 10 Points Modifier
%Credits: BigBossman
$20DFE7FC 000000??
+Player 1 Round 11 Points Modifier
%Credits: BigBossman
$20DFE804 000000??
+Player 1 Round 12 Points Modifier
%Credits: BigBossman
$20DFE80C 000000??
+Player 1 Round 13 Points Modifier
%Credits: BigBossman
$20DFE814 000000??
+Player 1 Round 14 Points Modifier
%Credits: BigBossman
$20DFE81C 000000??
+Player 1 Round 15 Points Modifier
%Credits: BigBossman
$20DFE824 000000??
+Player 2 Round 1 Points Modifier
%Credits: BigBossman
$20DFE7B8 000000??
+Player 2 Round 2 Points Modifier
%Credits: BigBossman
$20DFE7C0 000000??
+Player 2 Round 3 Points Modifier
%Credits: BigBossman
$20DFE7C8 000000??
+Player 2 Round 4 Points Modifier
%Credits: BigBossman
$20DFE7D0 000000??
+Player 2 Round 5 Points Modifier
%Credits: BigBossman
$20DFE7D8 000000??
+Player 2 Round 6 Points Modifier
%Credits: BigBossman
$20DFE7E0 000000??
+Player 2 Round 7 Points Modifier
%Credits: BigBossman
$20DFE7E8 000000??
+Player 2 Round 8 Points Modifier
%Credits: BigBossman
$20DFE7F0 000000??
+Player 2 Round 9 Points Modifier
%Credits: BigBossman
$20DFE7F8 000000??
+Player 2 Round 10 Points Modifier
%Credits: BigBossman
$20DFE800 000000??
+Player 2 Round 11 Points Modifier
%Credits: BigBossman
$20DFE808 000000??
+Player 2 Round 12 Points Modifier
%Credits: BigBossman
$20DFE810 000000??
+Player 2 Round 13 Points Modifier
%Credits: BigBossman
$20DFE818 000000??
+Player 2 Round 14 Points Modifier
%Credits: BigBossman
$20DFE820 000000??
+Player 2 Round 15 Points Modifier
%Credits: BigBossman
$20DFE828 000000??
!!
!This Game Requires A Code Breaker PS2 V7.0 Or Higher!:
+25% Health P1
%Credits: Code Master
$D044017A 00003F80
$20440178 3E800000
+25% Health P2
%Credits: Code Master
$D044217A 00003F80
$20442178 3E800000
+50% Health P1
%Credits: Code Master
$D044017A 00003F80
$20440178 3F000000
+50% Health P2
%Credits: Code Master
$D044217A 00003F80
$20442178 3F000000
+75% Health P1
%Credits: Code Master
$D044017A 00003F80
$20440178 3F400000
+75% Health P2
%Credits: Code Master
$D044217A 00003F80
$20442178 3F400000
+Always 0 Knockdowns P1
%Credits: Code Master
$2043FFCC 00000000
+Always 0 Knockdowns P2
%Credits: Code Master
$20441FCC 00000000
+Buying Items Does Not Decrease Funds
%Credits: Code Master
$2029B00C 00000000
+Buying Items Increases Funds
%Credits: Code Master
$2029B008 00441021
+Infinite Current Funds
%Credits: Code Master
$1059BFE4 0000FFFF
+Infinite Health P1
%Credits: Code Master
$20440178 3F800000
+Infinite Health P2
%Credits: Code Master
$20442178 3F800000
+Max Current Funds
%Credits: Code Master
$2059BFE4 05F5E0FF
+Max Health Rebuild P1
%Credits: Code Master
$2044017C 3F800000
+Max Health Rebuild P2
%Credits: Code Master
$2044217C 3F800000
+No Health P1
%Credits: Code Master
$20440178 00000000
+No Health P2
%Credits: Code Master
$20442178 00000000
+No Health Rebuild P1
%Credits: Code Master
$2044017C 00000000
+No Health Rebuild P2
%Credits: Code Master
$2044217C 00000000
+P1 Press L1+Select To Stop Timer
%Credits: Code Master
$D041A5C2 0000FBFE
$201EB894 00000000
+P1 Press L2+Select To Stop Timer
%Credits: Code Master
$D041A5C2 0000FEFE
$201EB894 E44000B4
+P2 Press L1+Select To Stop Timer
%Credits: Code Master
$D041A742 0000FBFE
$201EB894 00000000
+P2 Press L2+Select To Stop Timer
%Credits: Code Master
$D041A742 0000FEFE
$201EB894 E44000B4
+Start With 1 Knockdown P1
%Credits: Code Master
$D043FFCC 00000000
$2043FFCC 00000001
+Start With 1 Knockdown P2
%Credits: Code Master
$D0441FCC 00000000
$20441FCC 00000001
+Start With 2 Knockdown P1
%Credits: Code Master
$D043FFCC 00000000
$2043FFCC 00000002
+Start With 2 Knockdown P2
%Credits: Code Master
$D0441FCC 00000000
$20441FCC 00000002
+Start With 3 Knockdown P1
%Credits: Code Master
$D043FFCC 00000000
$2043FFCC 00000003
+Start With 3 Knockdown P2
%Credits: Code Master
$D0441FCC 00000000
$20441FCC 00000003
!!
!Unlock Boxer Codes:
+Alain Girard
%Credits: BigBossman
$2059B51C 00000001
+All Boxers
%Credits: Code Master
$4059B38C 002B0004
$00000001 00000000
+Bob Cray
%Credits: BigBossman
$2059B5DC 00000001
+Buddy Shaw
%Credits: BigBossman
$2059B50C 00000001
+Jack Reid
%Credits: BigBossman
$2059B5EC 00000001
+Randy Tate
%Credits: BigBossman
$2059B42C 00000001
+Razor Robinson
%Credits: BigBossman
$2059B53C 00000001
+Rocky Balboa
%Credits: BigBossman
$2059B37C 00000001
!!
!Unlock Misc. Codes:
+All Misc.
%Credits: Code Master
$4059B65C 00170004
$00000001 00000000
!!
!Unlock Venue Codes:
+Aircraft Carrier
%Credits: Code Master
$2059B8FC 00000001
+All Venues
%Credits: Code Master
$4059B7CC 00150004
$00000001 00000000
+Art Museum
%Credits: Code Master
$2059B8BC 00000001
+Carnival
%Credits: Code Master
$2059B8AC 00000001
+Chicago State Pen.
%Credits: Code Master
$2059B88C 00000001
+City Hall
%Credits: Code Master
$2059B85C 00000001
+Ice Arena
%Credits: Code Master
$2059B7EC 00000001
+Mccarthy Hall
%Credits: Code Master
$2059B84C 00000001
+MGM Grand Hotel
%Credits: Code Master
$2059B86C 00000001
+Mickeys Gym
%Credits: Code Master
$2059B90C 00000001
+Moscow
%Credits: Code Master
$2059B82C 00000001
+New York
%Credits: Code Master
$2059B81C 00000001
+Odessa Stadium
%Credits: Code Master
$2059B8DC 00000001
+Philadelphia 76
%Credits: Code Master
$2059B7FC 00000001
+Philadelphia 77
%Credits: Code Master
$2059B80C 00000001
+Siberian Barn
%Credits: Code Master
$2059B8CC 00000001
+Tank Factory
%Credits: Code Master
$2059B8EC 00000001
+Times Square
%Credits: Code Master
$2059B87C 00000001
+Warehouse
%Credits: Code Master
$2059B89C 00000001
!!
!!

